NEST_ID,HATCHING EXPOSURE,FLEDGING EXPOSURE,Year_Nest,Date_FirstMarked,NestMarker,WaypointCode,Elevation_metres,Latitude_WGS84,Longitude_WGS84,ASTRODOS_UTM_E,ASTRODOS_UTM_N,TYPE,PARENT 1m,PARENT 2f,PARENT3,SEASON,HATCHED,fledged,failed,cause of failure,nested before,tracked?
MASPE_2015_C01C,28.5,25.5,2015,04/06/2015,1C,ANC1C,51.863,-15.97033176,-5.772452541,,,MANMADE,BT68228,BT54169,,COOL,TRUE,TRUE,,,,
MASPE_2019_C13R,20,10,2019,04/06/2019,13R,ANC13R,42.3711,-15.97041676,-5.772882924,,,MANMADE,BT69152,BT54338,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2019_C86R,28.5,1.5,2019,15/05/2019,86R,ANC86R,35.908653,-15.97026485,-5.772842539,,,MANMADE,BT69143,BT54691,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2017_H05R,39,48.5,2017,28/11/2017,5R,ANC5R,44.8309,-15.97032191,-5.772785491,,,MANMADE,BT67310,BT54779,,HOT,TRUE,TRUE,,,,TRUE
MASPE_2017_H52S,85.5,0,2017,30/11/2017,52S,ANC52S,78.625443,-15.97067954,-5.771740497,,,MANMADE,BT69413,BT54923,,HOT,,,UNKNOWN,,,FALSE
MASPE_2015_H02R,50,0,2015,23/11/2015,2R,ANC2R,45.9118,-15.97032942,-5.77280731,,,MANMADE,BT67698,BT61074,,HOT,,,,,,
MASPE_2018_C11R,11,103,2018,31/05/2018,11R,ANC11R,42.2853,-15.97040903,-5.772884393,,,MANMADE,BT68284,BT61300,,COOL,TRUE,TRUE,,,,TRUE
MASPE_2017_C11R,0,31,2017,23/06/2017,11R,ANC11R,42.2853,-15.97040903,-5.772884393,,,MANMADE,BT68284,BT61300,,COOL,TRUE,,TRUE,,,
MASPE_2019_C11R,17,10,2019,07/06/2019,11R,ANC11R,,,,,,MANMADE,BT68284,BT61300,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2017_H11S,30,57.5,2017,28/11/2017,11S,ANC11S,74.9934,-15.97068802,-5.771732207,,,MANMADE,BT69074,BT61429,,HOT,TRUE,TRUE,,,,TRUE
MASPE_2018_H11S,31.5,66,2018,19/11/2018,11S,ANC11S,74.9934,-15.97068802,-5.771732207,,,MANMADE,BT69074,BT61429,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2017_H07R,73.5,0,2017,12/12/2017,7R,ANC7R,41.8042,-15.97040853,-5.772886627,,,MANMADE,BT68985,BT62138,,HOT,,,UNKNOWN,,,FALSE
MASPE_2014_H11R,12,0,2014,12/12/2014,11R,ANC11R,42.2853,-15.97040903,-5.772884393,,,MANMADE,BT62132,BT62678,,HOT,,,TRUE,,,
MASPE_2017_H11R,3,16,2017,28/11/2017,11R,ANC11R,42.2853,-15.97040903,-5.772884393,,,MANMADE,BT62132,BT62678,,HOT,TRUE,,TRUE,,,TRUE
MASPE_2018_H11R,29.75,8.75,2018,12/11/2018,11R,ANC11R,42.2853,-15.97040903,-5.772884393,,,MANMADE,BT62132,BT62678,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2014_H04S,13,0,2014,09/12/2014,4S,ANC4S,73.8887,-15.97068588,-5.771697414,,,MANMADE,BT62248,BT62698,,HOT,,,TRUE,,,
MASPE_2015_H04S,50,0,2015,23/11/2015,4S,ANC4S,73.8887,-15.97068588,-5.771697414,,,MANMADE,BT62248,BT62698,,HOT,,,TRUE,,,
MASPE_2017_H04S,16,71.5,2017,28/11/2017,4S,ANC4S,73.8887,-15.97068588,-5.771697414,,,MANMADE,BT62248,BT62698,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2018_H04S,36.5,66,2018,14/11/2018,4S,ANC4S,73.8887,-15.97068588,-5.771697414,,,MANMADE,BT62248,BT62698,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2017_H01S,19,68.5,2017,28/11/2017,1S,ANC1S,75,-15.97066667,-5.771729865,,,MANMADE,BT67689,BT67102,BT69194,HOT,TRUE,TRUE,,,,FALSE
MASPE_2015_H01S,29.5,20.5,2015,23/11/2015,1S,ANC1S,75,-15.97066667,-5.771729865,,,MANMADE,BT67689,BT67102,,HOT,TRUE,TRUE,,,,
MASPE_2018_H15S,38.5,0,2018,12/11/2018,15S,ANC15S,74.9726,-15.970738,-5.771667,,,MANMADE,BT67689,BT67102,,HOT,TRUE,,TRUE,,,TRUE
MASPE_2016_H01S,6.5,128.5,2016,06/12/2016,1S,ANC1S,75,-15.97066667,-5.771729865,,,MANMADE,,BT67102,,HOT,TRUE,TRUE,,,,
MASPE_2018_H42S1,42.5,0,2018,13/01/2019,42S,ANC42S,75,-15.97070235,-5.771727067,,,MANMADE,BT67026,BT67626,,HOT,,,TRUE,,,FALSE
MASPE_2015_H03S,29.5,20.5,2015,23/11/2015,3S,ANC3S,73.4748,-15.970728,-5.771667,,,MANMADE,BT67101,BT67685,,HOT,TRUE,TRUE,,,,
MASPE_2016_H03S,25,110,2016,06/12/2016,3S,ANC3S,73.4748,-15.970728,-5.771667,,,MANMADE,BT69126,BT67685,,HOT,TRUE,TRUE,,,,
MASPE_2018_H95S,29.75,8.75,2018,12/11/2018,95S,ANC95S,75.265594,-15.97070944,-5.771726772,,,MANMADE,BT69533,BT67685,,HOT,TRUE,,TRUE,,,TRUE
MASPE_2017_H01R,75.5,0,2017,10/12/2017,1R,ANC1R,46.1535,-15.97032318,-5.772801108,,,MANMADE,BT67696,BT67687,,HOT,,,TRUE,,,FALSE
MASPE_2015_H03R,50,0,2015,23/11/2015,3R,ANC3R,45.0277,-15.9703301,-5.772796287,,,MANMADE,BT67144,BT67688,,HOT,,,TRUE,,,
MASPE_2017_H03R,39,48.5,2017,28/11/2017,3R,ANC3R,45.0277,-15.9703301,-5.772796287,,,MANMADE,BT67144,BT67688,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2018_H03R,36.5,0,2018,14/11/2018,3R,ANC3R,45.0277,-15.9703301,-5.772796287,,,MANMADE,BT67144,BT67688,,HOT,,,TRUE,,,FALSE
MASPE_2016_H07S,42,0,2016,06/12/2016,7S,ANC7S,74.9537,-15.97068715,-5.771708932,,,MANMADE,BT69075,BT67692,,HOT,,,TRUE,,,
MASPE_2015_H10S,50,0,2015,23/11/2015,10S,ANC10S,74.4578,-15.97069445,-5.771759585,,,MANMADE,BT67694,BT67693,,HOT,,,TRUE,,,
MASPE_2016_H10S,25,110,2016,06/12/2016,10S,ANC10S,74.4578,-15.97069445,-5.771759585,,,MANMADE,BT67694,BT67693,,HOT,TRUE,TRUE,,,,
MASPE_2017_H10S,28.5,59,2017,28/11/2017,10S,ANC10S,74.4578,-15.97069445,-5.771759585,,,MANMADE,BT67694,BT67693,,HOT,TRUE,TRUE,,,,TRUE
MASPE_2014_H15S,35.5,21.5,2014,09/12/2014,15S,ANC15S,74.9726,-15.970738,-5.771667,,,MANMADE,BT67686,BT67695,,HOT,TRUE,TRUE,,,,
MASPE_2014_H01R,35.5,21.5,2014,09/12/2014,1R,ANC1R,46.1535,-15.97032318,-5.772801108,,,MANMADE,BT67687,BT67696,,HOT,TRUE,TRUE,,,,
MASPE_2018_H02R,25.75,8.75,2018,16/11/2018,2R,ANC2R,45.9118,-15.97032942,-5.77280731,,,MANMADE,BT67687,BT67696,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2018_H01R,38.5,0,2018,12/11/2018,1R,ANC1R,46.1535,-15.97032318,-5.772801108,,,MANMADE,BT61074,BT67698,BT69419,HOT,,,TRUE,,,TRUE
MASPE_2017_H02R,28.5,59,2017,28/11/2017,2R,ANC2R,45.9118,-15.97032942,-5.77280731,,,MANMADE,BT61074,BT67698,,HOT,TRUE,TRUE,,,,TRUE
MASPE_2019_C02C,28.5,21.5,2019,15/05/2019,2C,ANC2C,52,-15.97034095,-5.772435188,,,MANMADE,BT61991,BT67766,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2015_C02C,48,0,2015,29/05/2015,2C,ANC2C,52,-15.97034095,-5.772435188,,,MANMADE,BT67867,BT67766,,COOL,,,TRUE,,,
MASPE_2019_C04C,38,10,2019,17/05/2019,4C,ANC4C,53.5998,-15.97034608,-5.772410598,,,MANMADE,BT67767,BT67768,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2018_C04C,14,0,2018,31/05/2018,4C,ANC4C,53.5998,-15.97034608,-5.772410598,,,MANMADE,BT67767,BT67768,,COOL,,,TRUE,,,FALSE
MASPE_2018_H42S,1,0,2018,12/11/2018,42S,ANC42S,75,-15.97070235,-5.771727067,,,MANMADE,BT67026,BT67800,,HOT,,,TRUE,,,FALSE
MASPE_2019_C01R,25,25,2019,15/05/2019,1R,ANC1R,46.1535,-15.97032318,-5.772801108,,,MANMADE,BT61180,BT67863,BT67868,COOL,TRUE,,TRUE,,,FALSE
MASPE_2017_C03C,31,76,2017,23/06/2017,3C,ANC3C,52.6063,-15.97033262,-5.77242076,,,MANMADE,BT67687,BT67867,,COOL,TRUE,TRUE,,,,
MASPE_2015_C02R,29,25,2015,04/06/2015,2R,ANC2R,45.9118,-15.97032942,-5.77280731,,,MANMADE,BT61180,BT67868,,COOL,TRUE,TRUE,TRUE,,,
MASPE_2018_C01R,6,0,2018,31/05/2018,1R,ANC1R,46.1535,-15.97032318,-5.772801108,,,MANMADE,BT61180,BT67868,,COOL,,,TRUE,,,FALSE
MASPE_2015_C05R,29,25,2015,04/06/2015,5R,ANC5R,44.8309,-15.97032191,-5.772785491,,,MANMADE,BT68287,BT67869,,COOL,TRUE,TRUE,,,,
MASPE_2018_C14S,41.5,0,2018,31/05/2018,14S,ANC14S,75.0105,-15.97071201,-5.771758751,,,MANMADE,BT69050,BT67929,,COOL,,,TRUE,,,TRUE
MASPE_2015_C04S,29,0,2015,03/06/2015,4S,ANC4S,73.8887,-15.97068588,-5.771697414,,,MANMADE,BT67929,BT67931,,COOL,,,TRUE,,,
MASPE_2018_C04S,2,12,2018,31/05/2018,4S,ANC4S,73.8887,-15.97068588,-5.771697414,,,MANMADE,BT69038,BT67931,,COOL,TRUE,,TRUE,,,TRUE
MASPE_2019_C98S,48,0,2019,15/05/2019,98S,ANC98S,74.726807,-15.97071527,-5.771783222,,,MANMADE,BT69499,BT67934,,COOL,,,TRUE,,,FALSE
MASPE_2015_C82S,29,0,2015,03/06/2015,82S,ANC82S,70.920677,-15.97074896,-5.771638135,,,MANMADE,BT68127,BT67935,,COOL,,,TRUE,,,
MASPE_2019_C20R,14,4,2019,15/05/2019,20R,ANC20R,42.2027,-15.97042032,-5.772881489,,,MANMADE,BT61597,BT68072,,COOL,TRUE,,TRUE,,,TRUE
MASPE_2016_C20R,31.5,94.5,2016,10/06/2016,20R,ANC20R,42.2027,-15.97042032,-5.772881489,,,MANMADE,,BT68072,,COOL,TRUE,TRUE,,,,
MASPE_2018_C21R,14,0,2018,31/05/2018,21R,ANC21R,35,-15.97041607,-5.772869816,,,MANMADE,BT62311,BT68087,,COOL,,,TRUE,,,TRUE
MASPE_2019_C79S,14,36,2019,15/05/2019,79S,ANC79S,73.4748,-15.97068122,-5.771687057,,,MANMADE,BT67932,BT68127,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2018_C79S,41.5,0,2018,31/05/2018,79S,ANC79S,73.4748,-15.97068122,-5.771687057,,,MANMADE,BT67932,BT68127,,COOL,,,TRUE,,,FALSE
MASPE_2019_C01C,26.5,26.5,2019,15/05/2019,1C,ANC1C,51.863,-15.97033176,-5.772452541,,,MANMADE,BT54169,BT68228,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2018_C01C,6,0,2018,31/05/2018,1C,ANC1C,51.863,-15.97033176,-5.772452541,,,MANMADE,BT54169,BT68228,,COOL,,,TRUE,,,FALSE
MASPE_2015_C01R,29,25,2015,04/06/2015,1R,ANC1R,46.1535,-15.97032318,-5.772801108,,,MANMADE,BT54135,BT68286,,COOL,TRUE,TRUE,,,,
MASPE_2018_C06R,18,96,2018,31/05/2018,6R,ANC6R,44.6347,-15.97032647,-5.772777019,,,MANMADE,BT67869,BT68287,,COOL,TRUE,TRUE,,,,TRUE
MASPE_2019_C06R,25,25,2019,15/05/2019,6R,ANC6R,44.6347,-15.97032647,-5.772777019,,,MANMADE,BT67869,BT68287,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2019_C91R,35,10,2019,20/05/2019,91R,ANC91R,35.745895,-15.9702702,-5.772843607,,,MANMADE,BT69763,BT68291,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2016_H14S,25,110,2016,06/12/2016,14S,ANC14S,75.0105,-15.97071201,-5.771758751,,,MANMADE,BT69127,BT68478,,HOT,TRUE,TRUE,,,,
MASPE_2017_H20R,7,0,2017,28/11/2017,20R,ANC20R,42.2027,-15.97042032,-5.772881489,,,MANMADE,BT68984,BT68480,,HOT,,,TRUE,,,FALSE
MASPE_2017_H09S,39,48.5,2017,28/11/2017,9S,ANC9S,74.4298,-15.970714,-5.771682,,BT69187,MANMADE,BT67697,BT68658,BT69072,HOT,TRUE,TRUE,,,,TRUE
MASPE_2017_H04C,39,48.5,2017,28/11/2017,4C,ANC4C,53.5998,-15.97034608,-5.772410598,,,MANMADE,BT68982,BT68948,,HOT,TRUE,TRUE,,,,TRUE
MASPE_2018_H04C,12,36.5,2018,07/01/2019,4C,ANC4C,53.5998,-15.97034608,-5.772410598,,,MANMADE,BT68948,BT68982,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2015_H20R,50,0,2015,23/11/2015,20R,ANC20R,42.2027,-15.97042032,-5.772881489,,,MANMADE,BT68480,BT68984,,HOT,,,TRUE,,,
MASPE_2018_H20R,38.5,26.5,2018,12/11/2018,20R,ANC20R,42.2027,-15.97042032,-5.772881489,,,MANMADE,BT68480,BT68984,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2018_H07R,36.5,19.5,2018,14/11/2018,7R,ANC7R,41.8042,-15.97040853,-5.772886627,,,MANMADE,BT62138,BT68986,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2016_C10S,10.5,115.5,2016,10/06/2016,10S,ANC10S,74.4578,-15.97069445,-5.771759585,,,MANMADE,BT67933,BT69040,,COOL,TRUE,TRUE,,,,
MASPE_2018_C10S,9,105,2018,31/05/2018,10S,ANC10S,74.4578,-15.97069445,-5.771759585,,,MANMADE,BT67933,BT69040,,COOL,TRUE,TRUE,,,,TRUE
MASPE_2019_C10S,30,0,2019,04/06/2019,10S,ANC10S,74.4578,-15.97069445,-5.771759585,,,MANMADE,BT67933,BT69040,,COOL,,,TRUE,,,FALSE
MASPE_2019_C12S,50,0,2019,15/05/2019,12S,ANC12S,74.815,-15.97069361,-5.771765377,,,MANMADE,BT61901,BT69041,,COOL,,,TRUE,,,TRUE
MASPE_2018_C12S,14,0,2018,31/05/2018,12S,ANC12S,74.815,-15.97069361,-5.771765377,,,MANMADE,BT61901,BT69041,,COOL,,,TRUE,,,TRUE
MASPE_2017_C12S,10,97,2017,23/06/2017,12S,ANC12S,74.815,-15.97069361,-5.771765377,,,MANMADE,,BT69041,,COOL,TRUE,TRUE,,,,
MASPE_2016_C12S,21,0,2016,10/06/2016,12S,ANC12S,74.815,-15.97069361,-5.771765377,,,MANMADE,,BT69041,,COOL,,,TRUE,,,
MASPE_2016_C103S,31.5,94.5,2016,10/06/2016,103S,ANC103S,77.858818,-15.97074487,-5.771795931,,,MANMADE,BT68055,BT69042,,COOL,TRUE,TRUE,,,,
MASPE_2019_C103S,24,10,2019,31/05/2019,103S,ANC103S,77.858818,-15.97074487,-5.771795931,,,MANMADE,BT68055,BT69042,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2016_C05R,31.5,73.5,2016,01/07/2016,5R,ANC5R,44.8309,-15.97032191,-5.772785491,,,MANMADE,BT54128,BT69043,,COOL,TRUE,TRUE,,,,
MASPE_2018_C05R,14,0,2018,31/05/2018,5R,ANC5R,44.8309,-15.97032191,-5.772785491,,,MANMADE,BT54128,BT69043,,COOL,,,TRUE,,,TRUE
MASPE_2016_C17R,10.5,110.5,2016,10/06/2016,17R,ANC17R,42.5167,-15.97041861,-5.772869399,,,MANMADE,BT68285,BT69045,,COOL,TRUE,TRUE,,,,
MASPE_2016_C02C,52.5,0,2016,10/06/2016,2C,ANC2C,52,-15.97034095,-5.772435188,,,MANMADE,BT69036,BT69046,,COOL,,,TRUE,,,
MASPE_2019_C53S,40,10,2019,15/05/2019,53S,ANC53S,78.5839,-15.97068851,-5.771740003,,,MANMADE,BT69496,BT69049,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2018_C08S,11,0,2018,31/05/2018,8S,ANC8S,74.8157,-15.97068087,-5.771731725,,,MANMADE,BT69496,BT69049,,COOL,,,TRUE,,,FALSE
MASPE_2019_C14S,25,25,2019,15/05/2019,14S,ANC14S,75.0105,-15.97071201,-5.771758751,,,MANMADE,BT67929,BT69050,,COOL,TRUE,TRUE,,,,TRUE
MASPE_2016_C14S,0,10.5,2016,10/06/2016,14S,ANC14S,75.0105,-15.97071201,-5.771758751,,,MANMADE,BT67929,BT69050,,COOL,TRUE,,TRUE,,,
MASPE_2019_C101S,23,25,2019,15/05/2019,101S,ANC101S,75.127144,-15.97074097,-5.771795247,,,MANMADE,BT69151,BT69052,,COOL,TRUE,TRUE,,,,TRUE
MASPE_2018_C48S,14,0,2018,10/06/2018,48S,ANC48S,75,-15.97074172,-5.771784992,,,MANMADE,,BT69052,,COOL,,,TRUE,,,FALSE
MASPE_2019_C16R,14,36,2019,15/05/2019,16R,ANC16R,43.4495,-15.970412,-5.772872,,,MANMADE,BT61779,BT69058,,COOL,TRUE,TRUE,,,,TRUE
MASPE_2018_C12R,9,105,2018,31/05/2018,12R,ANC12R,42.4154,-15.97041068,-5.77287906,,,MANMADE,BT68077,BT69059,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2019_C12R,26.5,21.5,2019,15/05/2019,12R,ANC12R,42.4154,-15.97041068,-5.77287906,,,MANMADE,BT68077,BT69059,,COOL,TRUE,,TRUE,EGG BROKEN - PECKED,,FALSE
MASPE_2019_C52S,34,0,2019,31/05/2019,52S,ANC52S,78.625443,-15.97067954,-5.771740497,,,MANMADE,BT69498,BT69064,,COOL,,,TRUE,,,FALSE
MASPE_2018_C62S,14,0,2018,31/05/2018,62S,ANC62S,70.82852,-15.97068766,-5.771770994,,,MANMADE,BT69149,BT69068,,COOL,,,TRUE,,,FALSE
MASPE_2017_H103S,81.5,0,2017,04/12/2017,103S,ANC103S,77.858818,-15.97074487,-5.771795931,,,MANMADE,BT62232,BT69070,,HOT,,,UNKNOWN,,,FALSE
MASPE_2016_H09S,25,110,2016,06/12/2016,9S,ANC9S,74.4298,-15.970714,-5.771682,,,MANMADE,,BT69072,,HOT,TRUE,TRUE,,,,
MASPE_2016_H95S,29,0,2016,19/12/2016,95S,ANC95S,75.265594,-15.97070944,-5.771726772,,,MANMADE,,BT69072,,HOT,,,TRUE,,,
MASPE_2018_H01S,90.5,0,2018,26/11/2018,1S,ANC1S,75,-15.97066667,-5.771729865,,,MANMADE,,BT69072,,HOT,,,TRUE,,,FALSE
MASPE_2017_H15S,50.25,23.25,2017,10/12/2017,15S,ANC15S,74.9726,-15.970738,-5.771667,,,MANMADE,BT67695,BT69073,BT69417,HOT,,,TRUE,,,FALSE
MASPE_2016_H11S,25,110,2016,25/11/2016,11S,ANC11S,74.9934,-15.97068802,-5.771732207,,,MANMADE,BT61429,BT69074,,HOT,TRUE,TRUE,,,,
MASPE_2018_H01C,56,0,2018,14/11/2018,1C,ANC1C,51.863,-15.97033176,-5.772452541,,,MANMADE,BT62214,BT69120,BT69535,HOT,TRUE,,TRUE,,,FALSE
MASPE_2016_H86R,25,110,2016,06/12/2016,86R,ANC86R,35.908653,-15.97026485,-5.772842539,,,MANMADE,BT69121,BT69122,,HOT,TRUE,TRUE,,,,
MASPE_2017_H90R,75.5,0,2017,10/12/2017,90R,ANC90R,35.405457,-15.97026788,-5.772831609,,,MANMADE,BT69121,BT69122,,HOT,,,TRUE,,,FALSE
MASPE_2017_H14S,30,57.5,2017,28/11/2017,14S,ANC14S,75.0105,-15.97071201,-5.771758751,,,MANMADE,BT68478,BT69127,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2018_H14S,38.5,22.5,2018,12/11/2018,14S,ANC14S,75.0105,-15.97071201,-5.771758751,,,MANMADE,BT68478,BT69127,,HOT,TRUE,,TRUE,,,TRUE
MASPE_2017_H101S,39,0,2017,28/11/2017,101S,ANC101S,75.127144,-15.97074097,-5.771795247,,,MANMADE,BT69128,BT69129,,HOT,,,TRUE,,,FALSE
MASPE_2018_H18R,16,0,2018,07/01/2019,18R,ANC18R,43.3754,-15.9704096,-5.77287723,,,MANMADE,BT68721,BT69141,,HOT,,,TRUE,,,FALSE
MASPE_2018_C86R,41.5,72.5,2018,31/05/2018,86R,ANC86R,35.908653,-15.97026485,-5.772842539,,,MANMADE,BT54691,BT69143,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2017_C04R,49,58,2017,23/06/2017,4R,ANC4R,44.4009,-15.97033026,-5.772785315,,,MANMADE,BT62324,BT69144,,COOL,TRUE,TRUE,,,,
MASPE_2018_C13S,14,0,2018,31/05/2018,13S,ANC13S,72.7842,-15.97068628,-5.771669549,,,MANMADE,BT69053,BT69145,,COOL,,,TRUE,,,FALSE
MASPE_2017_C09S,10,0,2017,23/06/2017,9S,ANC9S,74.4298,-15.970714,-5.771682,,,MANMADE,BT69037,BT69148,,COOL,TRUE,,TRUE,,,
MASPE_2017_C62S,31,76,2017,23/06/2017,62S,ANC62S,70.82852,-15.97068766,-5.771770994,,,MANMADE,BT69068,BT69149,,COOL,TRUE,TRUE,,,,
MASPE_2019_C62S,31,10,2019,24/05/2019,62S,ANC62S,70.82852,-15.97068766,-5.771770994,,,MANMADE,BT69068,BT69149,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2018_C78S,14,0,2018,31/05/2018,78S,ANC78S,72.85615,-15.97067982,-5.771636974,,,MANMADE,BT69480,BT69164,,COOL,,,TRUE,,,FALSE
MASPE_2017_C69S,29,0,2017,13/07/2017,69S,ANC69S,72.5768885,-15.97069689,-5.77166887,,,MANMADE,BT69068,BT69165,,COOL,,,TRUE,,,
MASPE_2018_C69S,41.5,0,2018,31/05/2018,69S,ANC69S,72.5768885,-15.97069689,-5.77166887,,,MANMADE,BT69156,BT69165,,COOL,,,TRUE,,,FALSE
MASPE_2018_C95S2,51,0,2018,02/08/2018,95S,ANC95S,75.265594,-15.97070944,-5.771726772,,,MANMADE,BT69174,BT69175,,COOL,,,TRUE,,,FALSE
MASPE_2017_H12R,87.5,0,2017,28/11/2017,12R,ANC12R,42.4154,-15.97041068,-5.77287906,,,MANMADE,BT69125,BT69185,,HOT,,,TRUE,,,FALSE
MASPE_2018_H12R,31.5,24.5,2018,19/11/2018,12R,ANC12R,42.4154,-15.97041068,-5.77287906,,,MANMADE,BT69125,BT69185,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2017_H08R,30,57.5,2017,28/11/2017,8R,ANC8R,42.0464,-15.970422,-5.772872,,,MANMADE,BT69124,BT69186,BT54779,HOT,TRUE,,TRUE,,,TRUE
MASPE_2018_H08R,24.5,65.5,2018,26/11/2018,8R,ANC8R,42.0464,-15.970422,-5.772872,,,MANMADE,,BT69186,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2017_H03C,28.5,59,2017,28/11/2017,3C,ANC3C,52.6063,-15.97033262,-5.77242076,,,MANMADE,BT69188,BT69189,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2017_H12S,19,68.5,2017,28/11/2017,12S,ANC12S,74.815,-15.97069361,-5.771765377,,,MANMADE,BT69071,BT69193,,HOT,TRUE,TRUE,,,,TRUE
MASPE_2018_H12S,29.75,8.75,2018,12/11/2018,12S,ANC12S,74.815,-15.97069361,-5.771765377,,,MANMADE,BT69071,BT69193,,HOT,TRUE,,TRUE,,,TRUE
MASPE_2018_H72S,24.5,0,2018,26/11/2018,72S,ANC72S,74.3434299,-15.97069913,-5.771570384,,,MANMADE,BT69421,BT69194,,HOT,,,TRUE,,,FALSE
MASPE_2017_H15R,85.5,0,2017,30/11/2017,15R,ANC15R,42.4851,-15.97041273,-5.772878357,,,MANMADE,BT62121,BT69235,,HOT,,,TRUE,,,FALSE
MASPE_2017_H84S,77.5,0,2017,08/12/2017,84S,ANC84S,71.221184,-15.97075614,-5.771647539,,,MANMADE,BT69274,BT69238,,HOT,,,TRUE,,,FALSE
MASPE_2018_H84S,51,0,2018,26/11/2018,84S,ANC84S,71.221184,-15.97075614,-5.771647539,,,MANMADE,BT69274,BT69238,,HOT,,,TRUE,,,FALSE
MASPE_2017_H04R,87.5,0,2017,02/12/2017,4R,ANC4R,44.4009,-15.97033026,-5.772785315,,,MANMADE,BT61021,BT69272,BT69412,HOT,,,TRUE,,,FALSE
MASPE_2018_H02S,24.5,66,2018,26/11/2018,2S,ANC2S,73.4862,-15.97069526,-5.77168915,,,MANMADE,BT68587,BT69293,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2017_H02S,85.5,0,2017,30/11/2017,2S,ANC2S,73.4862,-15.97069526,-5.77168915,,,MANMADE,BT68658,BT69293,,HOT,,,TRUE,,,FALSE
MASPE_2017_H21R,75.5,0,2017,08/12/2017,21R,ANC20R,42.2027,-15.97042032,-5.772881489,,,MANMADE,BT67516,BT69345,BT69346,HOT,,,TRUE,,,FALSE
MASPE_2018_H21R,38.5,24.5,2018,12/11/2018,21R,ANC21R,35,-15.97041607,-5.772869816,,,MANMADE,BT67516,BT69345,BT69538,HOT,TRUE,,TRUE,,,FALSE
MASPE_2017_H14R,75.5,0,2017,10/12/2017,14R,ANC14R,43.4422,-15.97041379,-5.77287479,,,MANMADE,BT62647,BT69411,,HOT,,,UNKNOWN,,,FALSE
MASPE_2018_H14R,16,0,2018,07/01/2019,14R,ANC14R,43.4422,-15.97041379,-5.77287479,,,MANMADE,BT62647,BT69411,,HOT,,,TRUE,,,FALSE
MASPE_2018_H04R,40,10.5,2018,03/12/2018,4R,ANC4R,44.4009,-15.97033026,-5.772785315,,,MANMADE,BT61021,BT69412,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2018_H52S,9,39.5,2018,07/01/2019,52S,ANC52S,78.625443,-15.97067954,-5.771740497,,,MANMADE,BT54923,BT69413,,HOT,TRUE,,TRUE,,,FALSE
MASPE_2018_H06S,15,33.5,2018,07/01/2019,6S,ANC6S,74.4741,-15.97067447,-5.771731487,,,MANMADE,BT67699,BT69414,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2018_H80S,36,47.5,2018,03/12/2018,80S,ANC80S,63.768867,-15.97074792,-5.771653788,,,MANMADE,BT69542,BT69416,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2018_H67S,17.5,66,2018,03/12/2018,67S,ANC67S,71.900045,-15.9707148,-5.771754766,,,MANMADE,BT68485,BT69420,,HOT,TRUE,TRUE,,,,FALSE
MASPE_2019_C60S,38,0,2019,27/05/2019,60S,ANC60S,71.414619,-15.97070529,-5.77170916,,,MANMADE,BT69494,BT69481,,COOL,,,TRUE,,,FALSE
MASPE_2019_C99S,1.5,44.5,2019,15/05/2019,99S,ANC99S,74.6698,-15.970708,-5.771721,,,MANMADE,BT69507,BT69483,,COOL,TRUE,TRUE,,,,FALSE
MASPE_2018_C96S,18,0,2018,31/05/2018,96S,ANC96S,75.292412,-15.97070799,-5.771731969,,,MANMADE,BT69497,BT69484,,COOL,,,TRUE,,,FALSE
MASPE_2019_C96S,48,0,2019,17/05/2019,96S,ANC96S,75.292412,-15.97070799,-5.771731969,,,MANMADE,BT69497,BT69484,,COOL,,,TRUE,,,TRUE
